"paragraph"	"words"	"characters"	"sentence"
"2875"	298	27	148	"Sint ista Graecorum; quamquam ab iis philosophiam et omnes ingenuas disciplinas habemus; sed tamen est aliquid, quod nobis non liceat, liceat illis."
"2876"	298	5	33	"Pugnant Stoici cum Peripateticis."
"2877"	298	32	176	"Alteri negant quicquam esse bonum, nisi quod honestum sit, alteri plurimum se et longe longeque plurimum tribuere honestati, sed tamen et in corpore et extra esse quaedam bona."
"2878"	298	7	45	"Et certamen honestum et disputatio splendida!"
"2879"	298	8	47	"Omnis est enim de virtutis dignitate contentio."
"2880"	298	21	118	"At cum tuis cum disseras, multa sunt audienda etiam de obscenis voluptatibus, de quibus ab Epicuro saepissime dicitur."
"2881"	299	37	193	"Non potes ergo ista tueri, Torquate, mihi crede, si te ipse et tuas cogitationes et studia perspexeris; pudebit te, inquam, illius tabulae, quam Cleanthes sane commode verbis depingere solebat."
"2882"	299	95	531	"Iubebat eos, qui audiebant, secum ipsos cogitare pictam in tabula Voluptatem pulcherrimo vestitu et ornatu regali in solio sedentem, praesto esse Virtutes ut ancillulas, quae nihil aliud agerent, nullum suum officium ducerent, nisi ut Voluptati ministrarent et eam tantum ad aurem admonerent, si modo id pictura intellegi posset, ut caveret ne quid faceret inprudens, quod offenderet animos hominum, aut quicquam, e quo oriretur aliquis dolor. \"Nos quidem Virtutes sic natae sumus, ut tibi serviremus, aliud negotii nihil habemus.\""
"2883"	300	23	103	"At negat Epicurus-- hoc enim vestrum lumen est-- quemquam, qui honeste non vivat, iucunde posse vivere."
"2884"	300	11	45	"Quasi ego id curem, quid ille aiat aut neget."
"2885"	300	17	84	"Illud quaero, quid ei, qui in voluptate summum bonum ponat, consentaneum sit dicere."
"2886"	300	21	106	"Quid affers, cur Thorius, cur Caius Postumius, cur omnium horum magister, Orata, non iucundissime vixerit?"
"2887"	300	24	120	"Ipse negat, ut ante dixi, luxuriosorum vitam reprehendendam, nisi plane fatui sint, id est nisi aut cupiant aut metuant."
"2888"	300	11	77	"Quarum ambarum rerum cum medicinam pollicetur, luxuriae licentiam pollicetur."
"2889"	300	13	77	"His enim rebus detractis negat se reperire in asotorum vita quod reprehendat."
"2890"	301	12	79	"Non igitur potestis voluptate omnia dirigentes aut tueri aut retinere virtutem."
"2891"	301	19	86	"Nam nec vir bonus ac iustus haberi debet qui, ne malum habeat, abstinet se ab iniuria."
"2892"	301	23	86	"Nosti, credo, illud: \"Nemo pius est, qui pietatem--\"; cave putes quicquam esse verius."
"2893"	301	51	237	"Nec enim, dum metuit, iustus est, et certe, si metuere destiterit, non erit; non metuet autem, sive celare poterit, sive opibus magnis quicquid fecerit optinere, certeque malet existimari bonus vir, ut non sit, quam esse, ut non putetur."
"2894"	301	28	202	"Ita, quod certissimum est, pro vera certaque iustitia simulationem nobis iustitiae traditis praecipitisque quodam modo ut nostram stabilem conscientiam contemnamus, aliorum errantem opinionem aucupemur."
"2895"	302	19	113	"Quae dici eadem de ceteris virtutibus possunt, quarum omnium fundamenta vos in voluptate tamquam in aqua ponitis."
"2896"	302	3	10	"Quid enim?"
"2897"	302	32	156	"Fortemne possumus dicere eundem illum Torquatum?-- Delector enim, quamquam te non possum, ut ais, corrumpere, delector, inquam, et familia vestra et nomine."
"2898"	302	38	221	"Et hercule mihi vir optimus nostrique amantissimus, Aulus Torquatus, versatur ante oculos, cuius quantum studium et quam insigne fuerit erga me temporibus illis, quae nota sunt omnibus, scire necesse est utrumque vestrum."
"2899"	302	39	183	"Quae mihi ipsi, qui volo et esse et haberi gratus, grata non essent, nisi eum perspicerem mea causa mihi amicum fuisse, non sua, nisi hoc dicis sua, quod interest omnium recte facere."
"2900"	302	6	21	"Si id dicis, vicimus."
"2901"	302	14	71	"Id enim volumus, id contendimus, ut officii fructus sit ipsum officium."
"2902"	303	13	76	"Hoc ille tuus non vult omnibusque ex rebus voluptatem quasi mercedem exigit."
"2903"	303	5	19	"Sed ad illum redeo."
"2904"	303	37	206	"Si voluptatis causa cum Gallo apud Anienem depugnavit provocatus et ex eius spoliis sibi et torquem et cognomen induit ullam aliam ob causam, nisi quod ei talia facta digna viro videbantur, fortem non puto."
"2905"	303	47	265	"Iam si pudor, si modestia, si pudicitia, si uno verbo temperantia poenae aut infamiae metu coercebuntur, non sanctitate sua se tuebuntur, quod adulterium, quod stuprum, quae libido non se proripiet ac proiciet aut occultatione proposita aut inpunitate aut licentia?"
"2906"	303	2	5	"Quid?"
"2907"	304	47	239	"Illud, Torquate, quale tandem videtur, te isto nomine, ingenio, gloria, quae facis, quae cogitas, quae contendis quo referas, cuius rei causa perficere quae conaris velis, quid optimum denique in vita iudices non audere in conventu dicere?"
"2908"	304	94	458	"Quid enim mereri velis, iam cum magistratum inieris et in contionem ascenderis-- est enim tibi edicendum quae sis observaturus in iure dicendo, et fortasse etiam, si tibi erit visum, aliquid de maioribus tuis et de te ipso dices more maiorum--, quid merearis igitur, ut dicas te in eo magistratu omnia voluptatis causa facturum esse, teque nihil fecisse in vita nisi voluptatis causa? \"An me\", inquis, \"tam amentem putas, ut apud imperitos isto modo loquar?\""
"2909"	304	17	69	"At tu eadem ista dic in iudicio aut, si coronam times, dic in senatu."
"2910"	304	3	15	"Numquam facies."
"2911"	304	8	33	"Cur, nisi quod turpis oratio est?"
"2912"	304	12	67	"Mene ergo et Triarium dignos existimas, apud quos turpiter loquare?"
"2913"	305	15	88	"Verum esto: verbum ipsum voluptatis non habet dignitatem, nec nos fortasse intellegimus."
"2914"	305	12	72	"Hoc enim identidem dicitis, non intellegere nos quam dicatis voluptatem."
"2915"	305	6	37	"Rem videlicet difficilem et obscuram!"
"2916"	305	30	162	"Individua cum dicitis et intermundia, quae nec sunt ulla nec possunt esse, intellegimus, voluptas, quae passeribus omnibus nota est, a nobis intellegi non potest?"
"2917"	305	32	135	"Quid, si efficio ut fateare me non modo quid sit voluptas scire-- est enim iucundus motus in sensu--, sed etiam quid eam tu velis esse?"
"2918"	305	48	228	"Tum enim eam ipsam vis, quam modo ego dixi, et nomen inponis, in motu ut sit et faciat aliquam varietatem, tum aliam quandam summam voluptatem, quo addi nihil possit; eam tum adesse, cum dolor omnis absit; eam stabilem appellas."
"2919"	305	5	23	"Sit sane ista voluptas."
"2920"	306	11	50	"Dic in quovis conventu te omnia facere, ne doleas."
"2921"	306	56	291	"Si ne hoc quidem satis ample, satis honeste dici putas, dic te omnia et in isto magistratu et in omni vita utilitatis tuae causa facturum, nihil nisi quod expediat, nihil denique nisi tua causa: quem clamorem contionis aut quam spem consulatus eius, qui tibi paratissimus est, futuram putas?"
"2922"	306	21	108	"Eamne rationem igitur sequere, qua tecum ipse et cum tuis utare, profiteri et in medium proferre non audeas?"
"2923"	306	22	100	"At vero illa, quae Peripatetici, quae Stoici dicunt, semper tibi in ore sunt in iudiciis, in senatu."
"2924"	306	43	212	"Officium, aequitatem, dignitatem, fidem, recta, honesta, digna imperio, digna populo Romano, omnia pericula pro re publica, mori pro patria, haec cum loqueris, nos barones stupemus, tu videlicet tecum ipse rides."
"2925"	307	53	280	"Nam inter ista tam magnifica verba tamque praeclara non habet ullum voluptas locum, non modo illa, quam in motu esse dicitis, quam omnes urbani rustici, omnes, inquam, qui Latine loquuntur, voluptatem vocant, sed ne haec quidem stabilis, quam praeter vos nemo appellat voluptatem."
"2926"	307	12	62	"Vide igitur ne non debeas verbis nostris uti, sententiis tuis."
"2927"	307	28	133	"Quodsi vultum tibi, si incessum fingeres, quo gravior viderere, non esses tui similis; verba tu fingas et ea dicas, quae non sentias?"
"2928"	307	25	134	"Aut etiam, ut vestitum, sic sententiam habeas aliam domesticam, aliam forensem, ut in fronte ostentatio sit, intus veritas occultetur?"
"2929"	307	7	27	"Vide, quaeso, rectumne sit."
"2930"	307	42	219	"Mihi quidem eae verae videntur opiniones, quae honestae, quae laudabiles, quae gloriosae, quae in senatu, quae apud populum, quae in omni coetu concilioque profitendae sint, ne id non pudeat sentire, quod pudeat dicere."
"2931"	308	19	101	"Amicitiae vero locus ubi esse potest aut quis amicus esse cuiquam, quem non ipsum amet propter ipsum?"
"2932"	308	41	179	"Quid autem est amare, e quo nomen ductum amicitiae est, nisi velle bonis aliquem affici quam maximis, etiamsi ad se ex iis nihil redundet? \"Prodest\", inquit, \"mihi eo esse animo.\""
"2933"	308	4	21	"Immo videri fortasse."
"2934"	308	9	32	"Esse enim, nisi eris, non potes."
"2935"	308	36	176	"Qui autem esse poteris, nisi te amor ipse ceperit? quod non subducta utilitatis ratione effici solet, sed ipsum a se oritur et sua sponte nascitur. \"At enim sequor utilitatem.\""
"2936"	308	21	110	"Manebit ergo amicitia tam diu, quam diu sequetur utilitas, et, si utilitas amicitiam constituet, tollet eadem."
"2937"	309	18	84	"Sed quid ages tandem, si utilitas ab amicitia, ut fit saepe, defecerit? relinquesne?"
"2938"	309	5	23	"Quae ista amicitia est?"
"2939"	309	2	10	"Retinebis?"
"2940"	309	3	13	"Qui convenit?"
"2941"	309	22	114	"Quid enim de amicitia statueris utilitatis causa expetenda vides. \"Ne in odium veniam, si amicum destitero tueri.\""
"2942"	309	13	57	"Primum cur ista res digna odio est, nisi quod est turpis?"
"2943"	309	23	115	"Quodsi, ne quo incommodo afficiare, non relinques amicum, tamen, ne sine fructu alligatus sis, ut moriatur optabis."
"2944"	309	24	141	"Quid, si non modo utilitatem tibi nullam afferet, sed iacturae rei familiaris erunt faciendae, labores suscipiendi, adeundum vitae periculum?"
"2945"	309	15	85	"Ne tum quidem te respicies et cogitabis sibi quemque natum esse et suis voluptatibus?"
"2946"	309	16	85	"Vadem te ad mortem tyranno dabis pro amico, ut Pythagoreus ille Siculo fecit tyranno?"
"2947"	309	16	66	"Aut, Pylades cum sis, dices te esse Orestem, ut moriare pro amico?"
"2948"	309	26	124	"Aut, si esses Orestes, Pyladem refelleres, te indicares et, si id non probares, quo minus ambo una necaremini non precarere?"
"2949"	310	27	145	"Faceres tu quidem, Torquate, haec omnia; nihil enim arbitror esse magna laude dignum, quod te praetermissurum credam aut mortis aut doloris metu."
"2950"	310	13	77	"Non quaeritur autem quid naturae tuae consentaneum sit, sed quid disciplinae."
"2951"	310	30	155	"Ratio ista, quam defendis, praecepta, quae didicisti, quae probas, funditus evertunt amicitiam, quamvis eam Epicurus, ut facit, in caelum efferat laudibus."
"2952"	310	5	25	"At coluit ipse amicitias."
"2953"	310	15	68	"Quis, quaeso, illum negat et bonum virum et comem et humanum fuisse?"
"2954"	310	12	65	"De ingenio eius in his disputationibus, non de moribus quaeritur."
"2955"	310	18	109	"Sit ista in Graecorum levitate perversitas, qui maledictis insectantur eos, a quibus de veritate dissentiunt."
"2956"	310	27	115	"Sed quamvis comis in amicis tuendis fuerit, tamen, si haec vera sunt-- nihil enim affirmo--, non satis acutus fuit."
"2957"	311	5	22	"At multis se probavit."
"2958"	311	13	80	"Et quidem iure fortasse, sed tamen non gravissimum est testimonium multitudinis."
"2959"	311	18	100	"In omni enim arte vel studio vel quavis scientia vel in ipsa virtute optimum quidque rarissimum est."
"2960"	311	46	249	"Ac mihi quidem, quod et ipse bonus vir fuit et multi Epicurei et fuerunt et hodie sunt et in amicitiis fideles et in omni vita constantes et graves nec voluptate, sed officio consilia moderantes, hoc videtur maior vis honestatis et minor voluptatis."
"2961"	311	11	56	"Ita enim vivunt quidam, ut eorum vita refellatur oratio."
"2962"	311	18	103	"Atque ut ceteri dicere existimantur melius quam facere, sic hi mihi videntur facere melius quam dicere."
"2963"	312	18	76	"Sed haec nihil sane ad rem; illa videamus, quae a te de amicitia dicta sunt."
"2964"	312	43	215	"E quibus unum mihi videbar ab ipso Epicuro dictum cognoscere, amicitiam a voluptate non posse divelli ob eamque rem colendam esse, quod, (quoniam) sine ea tuto et sine metu vivi non posset, ne iucunde quidem posset."
"2965"	312	6	27	"Satis est ad hoc responsum."
"2966"	312	36	202	"Attulisti aliud humanius horum recentiorum, numquam dictum ab ipso illo, quod sciam, primo utilitatis causa amicum expeti, cum autem usus accessisset, tum ipsum amari per se etiam omissa spe voluptatis."
"2967"	312	12	64	"Hoc etsi multimodis reprehendi potest, tamen accipio, quod dant."
"2968"	312	9	37	"Mihi enim satis est, ipsis non satis."
"2969"	312	12	78	"Nam aliquando posse recte fieri dicunt nulla expectata nec quaesita voluptate."
"2970"	313	43	229	"Posuisti etiam dicere alios foedus quoddam inter se facere sapientis, ut, quem ad modum sint in se ipsos animati, eodem modo sint erga amicos; id et fieri posse et saepe esse factum et ad voluptates percipiendas maxime pertinere."
"2971"	313	23	123	"Hoc foedus facere si potuerunt, faciant etiam illud, ut aequitatem, modestiam, virtutes omnes per se ipsas gratis diligant."
"2972"	313	44	229	"An vero, si fructibus et emolumentis et utilitatibus amicitias colemus, si nulla caritas erit, quae faciat amicitiam ipsam sua sponte, vi sua, ex se et propter se expetendam, dubium est, quin fundos et insulas amicis anteponamus?"
"2973"	314	17	93	"Licet hic rursus ea commemores, quae optimis verbis ab Epicuro de laude amicitiae dicta sunt."
"2974"	314	24	129	"Non quaero, quid dicat, sed quid convenienter possit rationi et sententiae suae dicere. \"Utilitatis causa amicitia est quaesita.\""
"2975"	314	17	93	"Num igitur utiliorem tibi hunc Triarium putas esse posse, quam si tua sint Puteolis granaria?"
"2976"	314	11	51	"Collige omnia, quae soletis: \"Praesidium amicorum.\""
"2977"	314	16	81	"Satis est tibi in te, satis in legibus, satis in mediocribus amicitiis praesidii."
"2978"	314	5	25	"Iam contemni non poteris."
"2979"	314	7	39	"Odium autem et invidiam facile vitabis."
"2980"	314	9	44	"Ad eas enim res ab Epicuro praecepta dantur."
"2981"	314	20	137	"Et tamen tantis vectigalibus ad liberalitatem utens etiam sine hac Pyladea amicitia multorum te benivolentia praeclare tuebere et munies."
"2982"	315	18	73	"\" At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia?\""
"2983"	315	9	46	"Tecum optime, deinde etiam cum mediocri amico."
"2984"	315	13	68	"Sed fac ista esse non inportuna; quid ad utilitatem tantae pecuniae?"
"2985"	315	23	153	"Vides igitur, si amicitiam sua caritate metiare, nihil esse praestantius, sin emolumento, summas familiaritates praediorum fructuosorum mercede superari."
"2986"	315	15	66	"Me igitur ipsum ames oportet, non mea, si veri amici futuri sumus."
"2987"	315	8	45	"Sed in rebus apertissimis nimium longi sumus."
"2988"	315	24	152	"Perfecto enim et concluso neque virtutibus neque amicitiis usquam locum esse, si ad voluptatem omnia referantur, nihil praeterea est magnopere dicendum."
"2989"	315	20	101	"Ac tamen, ne cui loco non videatur esse responsum, pauca etiam nunc dicam ad reliquam orationem tuam."
"2990"	316	49	277	"Quoniam igitur omnis summa philosophiae ad beate vivendum refertur, idque unum expetentes homines se ad hoc studium contulerunt, beate autem vivere alii in alio, vos in voluptate ponitis, item contra miseriam omnem in dolore, id primum videamus, beate vivere vestrum quale sit."
"2991"	316	22	109	"Atque hoc dabitis, ut opinor, si modo sit aliquid esse beatum, id oportere totum poni in potestate sapientis."
